Timestamp,+10V,+12V,+5V,ACTUATOR_INJ,ACTUATOR_VENT,ARMING,CHARGING,GPS,GSPD +12V,GSPD +24V Current,GSPD +5V Current,GSPD Temperature,GSPD Total Current,Honeywell S-type - Ox Tank,LOGGER,PT-1 Ox Supply,PT-2 Ox Fill IFM,PT-2 Ox Tank,PT-3 Injector Fuel,PT-4 Injector Oxidizer,PT-6 Pneumatics,Power in,SENSOR_INJ,SENSOR_VENT,TELEMETRY,Thermocouple 1,Thermocouple 2,Thermocouple 3,Thermocouple 4,Thermocouple 5,Thermocouple 6,ij,ij hall,ox tank,pneumatics for real,vent temp for real,vv
2250.9726281166077,19.457451,12.094733,4.969549,0.000000,0.000000,0.000000,0.000000,0.000000,11.555379,0.076948,-0.054121,2.338189,1.272559,23.064271,0.000000,732.114786,806.872847,799.494600,-11.016728,15.908043,-17.634872,23.953452,0.000000,0.000000,0.000000,529.636392,513.074926,534.911919,489.201697,-59.610853,-52.271883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2250.992636203766,19.462334,12.085116,4.973248,0.000000,0.000000,0.000000,0.000000,0.000000,11.571632,0.068473,-0.051261,2.338732,1.255811,23.463409,0.000000,731.065910,799.590671,800.375317,-1.769201,7.887229,-17.884576,23.950196,0.000000,0.000000,0.000000,529.551508,513.142043,534.862568,489.253022,-59.653381,-54.124851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.012624025345,19.468204,12.079345,4.959537,0.000000,0.000000,0.000000,0.000000,0.000000,11.564755,0.067227,-0.053463,2.334720,1.272867,23.389443,0.000000,731.761982,795.151432,791.159240,4.018366,15.876589,-17.932252,23.952959,0.000000,0.000000,0.000000,529.589015,513.167706,534.829009,489.258944,-54.580499,-54.978432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.0333168506622,19.463518,12.082995,4.969500,0.000000,0.000000,0.000000,0.000000,0.000000,11.566006,0.062826,-0.053233,2.334112,1.322701,23.308499,0.000000,731.180333,803.087332,801.476214,-16.961566,0.495499,-17.739759,23.948569,0.000000,0.000000,0.000000,529.561378,513.118355,534.892178,489.251048,-55.349025,-55.649753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.054291009903,19.463765,12.078852,4.966738,0.000000,0.000000,0.000000,0.000000,0.000000,11.548503,0.071041,-0.052609,2.332879,1.291671,23.413167,0.000000,729.244678,791.441931,808.899403,-3.750814,-21.396604,-18.170037,23.952219,0.000000,0.000000,0.000000,529.618625,513.147965,534.894152,489.231308,-55.197143,-55.418892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.075159549713,19.465836,12.092415,4.957515,0.000000,0.000000,0.000000,0.000000,0.000000,11.559755,0.074087,-0.053792,2.346886,1.249749,23.524814,0.000000,732.915747,796.854154,827.174289,10.026113,-22.277321,-18.416761,23.947681,0.000000,0.000000,0.000000,529.551508,513.144017,534.858620,489.247100,-54.504558,-56.649141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.0961050987244,19.464603,12.091034,4.969993,0.000000,0.000000,0.000000,0.000000,0.000000,11.551003,0.075119,-0.052757,2.339619,1.319208,23.526210,0.000000,736.739379,797.523081,797.921891,-9.444019,0.180957,-18.024028,23.938852,0.000000,0.000000,0.000000,529.640340,513.106511,534.907971,489.254996,-54.045872,-57.502722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.1167933940887,19.464899,12.077323,4.957071,0.000000,0.000000,0.000000,0.000000,0.000000,11.554129,0.072500,-0.051639,2.337186,1.297630,23.559704,0.000000,736.977760,789.039878,813.114265,23.960311,-14.759773,-18.132492,23.955326,0.000000,0.000000,0.000000,529.571248,513.086770,534.935607,489.264866,-54.291922,-57.271860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.1377267837524,19.465935,12.077767,4.955838,0.000000,0.000000,0.000000,0.000000,0.000000,11.582258,0.080642,-0.044158,2.337942,1.246358,23.217786,0.000000,728.729775,795.455490,808.584861,4.332908,-14.822682,-18.029988,23.953156,0.000000,0.000000,0.000000,529.618625,513.110459,534.864542,489.298425,-55.923142,-54.787060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.1578884124756,19.452273,12.092218,4.942916,0.000000,0.000000,0.000000,0.000000,0.000000,11.507871,0.068008,-0.066879,2.322324,1.454530,23.607154,0.000000,737.950354,793.448711,811.132651,15.845135,-1.140118,-17.847031,23.942256,0.000000,0.000000,0.000000,529.587041,513.169680,534.931659,489.296451,-55.039185,-56.114514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.1789684295654,19.457747,12.084968,4.962743,0.000000,0.000000,0.000000,0.000000,0.000000,11.549753,0.081386,-0.050225,2.340063,1.313967,23.651812,0.000000,733.974158,799.773106,796.254818,12.510993,-0.322310,-17.969201,23.951627,0.000000,0.000000,0.000000,529.581118,513.088744,534.907971,489.189853,-54.674667,-52.800434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.199069261551,19.462088,12.086793,4.956775,0.000000,0.000000,0.000000,0.000000,0.000000,11.573507,0.073877,-0.053825,2.339554,1.258996,23.519232,0.000000,730.941952,791.259497,832.867498,6.880696,5.559621,-17.832728,23.952268,0.000000,0.000000,0.000000,529.517949,513.142043,534.878360,489.239204,-55.458381,-57.557400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.220536708832,19.462828,12.080184,4.956825,0.000000,0.000000,0.000000,0.000000,0.000000,11.560380,0.078098,-0.049189,2.336709,1.317153,23.519232,0.000000,733.363903,784.342190,815.127333,20.972165,-0.448126,-18.007938,23.961590,0.000000,0.000000,0.000000,529.569274,513.142043,534.917841,489.209593,-54.458993,-53.568961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2251.2305347919464,19.471508,12.079493,4.949229,0.000000,0.000000,0.000000,0.000000,0.000000,11.562880,0.069969,-0.045260,2.343713,1.236699,23.293147,0.000000,734.536738,801.232582,798.896971,9.208305,-4.002447,-18.007342,23.962280,0.000000,0.000000,0.000000,529.628495,513.120329,534.844801,489.253022,-56.378790,-52.709305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
